date,week,college,ipeds_id,total_tests,positive_tests,cumulative_cases,cumulative_tests,total_tests_per_1000_enrollment,positive_tests_per_1000_enrollment,cumulative_cases_per_1000_enrollment,cumulative_tests_per_1000_enrollment,enrollment_total,enrollment_fulltime,institution_size_bin,endowment_per_fte,percent_admitted,testing_approach,status,urban_rural_designation,fips,city,state,county,county_population,cases_county,deaths_county,new_cases_county,new_deaths_county,new_cases_per_1000_county,new_deaths_per_1000_county,cases_per_1000_county,deaths_per_1000_county
2020-08-01,29,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1132,127,6,0,0.03730647267300877,0.0,7.038487844307654,0.7896536715786855
2020-08-02,29,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1136,127,4,0,0.024870981782005846,0.0,7.06335882608966,0.7896536715786855
2020-08-03,30,Amherst College,164465,127,0,27.0,54788.0,68.46361185983828,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1139,127,3,0,0.018653236336504384,0.0,7.082012062426164,0.7896536715786855
2020-08-04,30,Amherst College,164465,118,0,27.0,54788.0,63.61185983827493,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1145,127,6,0,0.03730647267300877,0.0,7.119318535099173,0.7896536715786855
2020-08-05,30,Amherst College,164465,115,0,27.0,54788.0,61.99460916442048,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1150,127,5,0,0.031088727227507305,0.0,7.150407262326681,0.7896536715786855
2020-08-06,30,Amherst College,164465,85,0,27.0,54788.0,45.82210242587601,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1158,128,8,1,0.04974196356401169,0.0062177454455014615,7.200149225890692,0.7958714170241871
2020-08-07,30,Amherst College,164465,42,0,27.0,54788.0,22.641509433962263,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1162,129,4,1,0.024870981782005846,0.0062177454455014615,7.225020207672698,0.8020891624696885
2020-08-08,30,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1170,129,8,0,0.04974196356401169,0.0,7.274762171236709,0.8020891624696885
2020-08-09,30,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1174,129,4,0,0.024870981782005846,0.0,7.299633153018716,0.8020891624696885
2020-08-10,31,Amherst College,164465,169,0,27.0,54788.0,91.10512129380054,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1179,129,5,0,0.031088727227507305,0.0,7.330721880246222,0.8020891624696885
2020-08-11,31,Amherst College,164465,144,0,27.0,54788.0,77.62803234501348,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1184,130,5,1,0.031088727227507305,0.0062177454455014615,7.36181060747373,0.8083069079151899
2020-08-12,31,Amherst College,164465,152,0,27.0,54788.0,81.94070080862534,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1184,130,0,0,0.0,0.0,7.36181060747373,0.8083069079151899
2020-08-13,31,Amherst College,164465,117,0,27.0,54788.0,63.07277628032345,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1184,130,0,0,0.0,0.0,7.36181060747373,0.8083069079151899
2020-08-14,31,Amherst College,164465,90,0,27.0,54788.0,48.517520215633425,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1184,130,0,0,0.0,0.0,7.36181060747373,0.8083069079151899
2020-08-15,31,Amherst College,164465,103,0,27.0,54788.0,55.525606469002696,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1184,130,0,0,0.0,0.0,7.36181060747373,0.8083069079151899
2020-08-16,31,Amherst College,164465,155,1,27.0,54788.0,83.55795148247978,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1184,130,0,0,0.0,0.0,7.36181060747373,0.8083069079151899
2020-08-17,32,Amherst College,164465,362,0,27.0,54788.0,195.14824797843667,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1184,130,0,0,0.0,0.0,7.36181060747373,0.8083069079151899
2020-08-18,32,Amherst College,164465,349,0,27.0,54788.0,188.1401617250674,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1184,130,0,0,0.0,0.0,7.36181060747373,0.8083069079151899
2020-08-19,32,Amherst College,164465,397,0,27.0,54788.0,214.01617250673854,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1221,131,37,1,0.23005658148355407,0.0062177454455014615,7.591867188957284,0.8145246533606915
2020-08-20,32,Amherst College,164465,504,0,27.0,54788.0,271.6981132075472,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1224,131,3,0,0.018653236336504384,0.0,7.610520425293789,0.8145246533606915
2020-08-21,32,Amherst College,164465,573,0,27.0,54788.0,308.89487870619945,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1230,133,6,2,0.03730647267300877,0.012435490891002923,7.647826897966797,0.8269601442516943
2020-08-22,32,Amherst College,164465,453,1,27.0,54788.0,244.20485175202157,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1230,133,0,0,0.0,0.0,7.647826897966797,0.8269601442516943
2020-08-23,32,Amherst College,164465,871,0,27.0,54788.0,469.54177897574124,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1230,133,0,0,0.0,0.0,7.647826897966797,0.8269601442516943
2020-08-24,33,Amherst College,164465,371,0,27.0,54788.0,200.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1244,134,14,1,0.08704843623702047,0.0062177454455014615,7.734875334203818,0.8331778896971959
2020-08-25,33,Amherst College,164465,1000,1,27.0,54788.0,539.0835579514825,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1249,135,5,1,0.031088727227507305,0.0062177454455014615,7.765964061431324,0.8393956351426973
2020-08-26,33,Amherst College,164465,135,0,27.0,54788.0,72.77628032345014,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1253,136,4,1,0.024870981782005846,0.0062177454455014615,7.790835043213331,0.8456133805881987
2020-08-27,33,Amherst College,164465,1036,2,27.0,54788.0,558.4905660377358,1.078167115902965,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1258,136,5,0,0.031088727227507305,0.0,7.821923770440837,0.8456133805881987
2020-08-28,33,Amherst College,164465,143,0,27.0,54788.0,77.088948787062,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1267,137,9,1,0.05595970900951315,0.0062177454455014615,7.877883479450351,0.8518311260337001
2020-08-29,33,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1276,138,9,1,0.05595970900951315,0.0062177454455014615,7.933843188459865,0.8580488714792016
2020-08-30,33,Amherst College,164465,912,1,27.0,54788.0,491.644204851752,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1279,138,3,0,0.018653236336504384,0.0,7.952496424796368,0.8580488714792016
2020-08-31,34,Amherst College,164465,374,0,27.0,54788.0,201.61725067385444,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1281,140,2,2,0.012435490891002923,0.012435490891002923,7.964931915687371,0.8704843623702045
2020-09-01,34,Amherst College,164465,1065,1,27.0,54788.0,574.1239892183288,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1287,140,6,0,0.03730647267300877,0.0,8.00223838836038,0.8704843623702045
2020-09-02,34,Amherst College,164465,1,0,27.0,54788.0,0.5390835579514826,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1176,140,0,0,0.0,0.0,7.3120686439097184,0.8704843623702045
2020-09-03,34,Amherst College,164465,1172,1,27.0,54788.0,631.8059299191374,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1180,140,4,0,0.024870981782005846,0.0,7.336939625691724,0.8704843623702045
2020-09-04,34,Amherst College,164465,182,0,27.0,54788.0,98.11320754716982,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1183,141,3,1,0.018653236336504384,0.0062177454455014615,7.355592862028229,0.876702107815706
2020-09-05,34,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1186,141,3,0,0.018653236336504384,0.0,7.3742460983647335,0.876702107815706
2020-09-06,34,Amherst College,164465,948,1,27.0,54788.0,511.0512129380054,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1188,141,2,0,0.012435490891002923,0.0,7.386681589255736,0.876702107815706
2020-09-07,35,Amherst College,164465,5,0,27.0,54788.0,2.6954177897574128,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1189,141,1,0,0.0062177454455014615,0.0,7.392899334701238,0.876702107815706
2020-09-08,35,Amherst College,164465,1210,2,27.0,54788.0,652.2911051212939,1.078167115902965,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1191,141,2,0,0.012435490891002923,0.0,7.40533482559224,0.876702107815706
2020-09-09,35,Amherst College,164465,277,0,27.0,54788.0,149.32614555256066,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1191,141,0,0,0.0,0.0,7.40533482559224,0.876702107815706
2020-09-10,35,Amherst College,164465,996,1,27.0,54788.0,536.9272237196766,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1193,141,2,0,0.012435490891002923,0.0,7.417770316483243,0.876702107815706
2020-09-11,35,Amherst College,164465,265,0,27.0,54788.0,142.85714285714286,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1194,141,1,0,0.0062177454455014615,0.0,7.423988061928744,0.876702107815706
2020-09-12,35,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1196,141,2,0,0.012435490891002923,0.0,7.436423552819748,0.876702107815706
2020-09-13,35,Amherst College,164465,974,1,27.0,54788.0,525.067385444744,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1196,141,0,0,0.0,0.0,7.436423552819748,0.876702107815706
2020-09-14,36,Amherst College,164465,341,0,27.0,54788.0,183.82749326145554,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1196,141,0,0,0.0,0.0,7.436423552819748,0.876702107815706
2020-09-15,36,Amherst College,164465,1096,1,27.0,54788.0,590.8355795148248,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1198,141,2,0,0.012435490891002923,0.0,7.44885904371075,0.876702107815706
2020-09-16,36,Amherst College,164465,2,0,27.0,54788.0,1.078167115902965,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1199,141,1,0,0.0062177454455014615,0.0,7.455076789156252,0.876702107815706
2020-09-17,36,Amherst College,164465,1132,1,27.0,54788.0,610.2425876010782,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1200,141,1,0,0.0062177454455014615,0.0,7.461294534601754,0.876702107815706
2020-09-18,36,Amherst College,164465,272,0,27.0,54788.0,146.63072776280322,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1203,141,3,0,0.018653236336504384,0.0,7.479947770938257,0.876702107815706
2020-09-19,36,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1205,141,2,0,0.012435490891002923,0.0,7.492383261829261,0.876702107815706
2020-09-20,36,Amherst College,164465,960,0,27.0,54788.0,517.5202156334232,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1206,141,1,0,0.0062177454455014615,0.0,7.498601007274762,0.876702107815706
2020-09-21,37,Amherst College,164465,325,0,27.0,54788.0,175.2021563342318,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1206,141,0,0,0.0,0.0,7.498601007274762,0.876702107815706
2020-09-22,37,Amherst College,164465,1128,0,27.0,54788.0,608.0862533692723,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1205,141,0,0,0.0,0.0,7.492383261829261,0.876702107815706
2020-09-23,37,Amherst College,164465,2,0,27.0,54788.0,1.078167115902965,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1208,142,3,1,0.018653236336504384,0.0062177454455014615,7.511036498165765,0.8829198532612075
2020-09-24,37,Amherst College,164465,1144,0,27.0,54788.0,616.711590296496,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1211,143,3,1,0.018653236336504384,0.0062177454455014615,7.52968973450227,0.8891375987067089
2020-09-25,37,Amherst College,164465,264,0,27.0,54788.0,142.31805929919136,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1214,143,3,0,0.018653236336504384,0.0,7.548342970838774,0.8891375987067089
2020-09-26,37,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1222,143,8,0,0.04974196356401169,0.0,7.598084934402785,0.8891375987067089
2020-09-27,37,Amherst College,164465,962,1,27.0,54788.0,518.5983827493261,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1226,144,4,1,0.024870981782005846,0.0062177454455014615,7.622955916184791,0.8953553441522104
2020-09-28,38,Amherst College,164465,338,0,27.0,54788.0,182.21024258760107,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1230,144,4,0,0.024870981782005846,0.0,7.647826897966797,0.8953553441522104
2020-09-29,38,Amherst College,164465,1134,0,27.0,54788.0,611.3207547169811,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1235,144,5,0,0.031088727227507305,0.0,7.678915625194305,0.8953553441522104
2020-09-30,38,Amherst College,164465,3,0,27.0,54788.0,1.6172506738544474,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1251,144,16,0,0.09948392712802338,0.0,7.778399552322328,0.8953553441522104
2020-10-01,38,Amherst College,164465,1149,0,27.0,54788.0,619.4070080862534,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1273,145,22,1,0.13679039980103214,0.0062177454455014615,7.91518995212336,0.9015730895977119
2020-10-02,38,Amherst College,164465,250,0,27.0,54788.0,134.77088948787062,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1298,147,25,2,0.15544363613753653,0.012435490891002923,8.070633588260897,0.9140085804887148
2020-10-03,38,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1316,148,18,1,0.1119194180190263,0.0062177454455014615,8.182553006279923,0.9202263259342163
2020-10-04,38,Amherst College,164465,962,0,27.0,54788.0,518.5983827493261,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1324,148,8,0,0.04974196356401169,0.0,8.232294969843936,0.9202263259342163
2020-10-05,39,Amherst College,164465,351,0,27.0,54788.0,189.21832884097034,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1327,148,3,0,0.018653236336504384,0.0,8.25094820618044,0.9202263259342163
2020-10-06,39,Amherst College,164465,1102,0,27.0,54788.0,594.0700808625337,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1333,148,6,0,0.03730647267300877,0.0,8.288254678853448,0.9202263259342163
2020-10-07,39,Amherst College,164465,3,0,27.0,54788.0,1.6172506738544474,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1341,148,8,0,0.04974196356401169,0.0,8.33799664241746,0.9202263259342163
2020-10-08,39,Amherst College,164465,1152,1,27.0,54788.0,621.0242587601078,0.5390835579514826,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1345,148,4,0,0.024870981782005846,0.0,8.362867624199467,0.9202263259342163
2020-10-09,39,Amherst College,164465,279,0,27.0,54788.0,150.4043126684636,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1349,149,4,1,0.024870981782005846,0.0062177454455014615,8.38773860598147,0.9264440713797177
2020-10-10,39,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1352,149,3,0,0.018653236336504384,0.0,8.406391842317975,0.9264440713797177
2020-10-11,39,Amherst College,164465,958,0,27.0,54788.0,516.4420485175202,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1356,150,4,1,0.024870981782005846,0.0062177454455014615,8.431262824099981,0.9326618168252192
2020-10-12,40,Amherst College,164465,335,0,27.0,54788.0,180.59299191374663,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1359,150,3,0,0.018653236336504384,0.0,8.449916060436486,0.9326618168252192
2020-10-13,40,Amherst College,164465,1102,0,27.0,54788.0,594.0700808625337,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1364,150,5,0,0.031088727227507305,0.0,8.481004787663993,0.9326618168252192
2020-10-14,40,Amherst College,164465,5,0,27.0,54788.0,2.6954177897574128,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1374,152,10,2,0.06217745445501461,0.012435490891002923,8.543182242119007,0.945097307716222
2020-10-15,40,Amherst College,164465,1153,0,27.0,54788.0,621.5633423180593,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1376,152,2,0,0.012435490891002923,0.0,8.55561773301001,0.945097307716222
2020-10-16,40,Amherst College,164465,292,0,27.0,54788.0,157.4123989218329,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1386,152,10,0,0.06217745445501461,0.0,8.617795187465026,0.945097307716222
2020-10-17,40,Amherst College,164465,0,0,27.0,54788.0,0.0,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1389,153,3,1,0.018653236336504384,0.0062177454455014615,8.63644842380153,0.9513150531617236
2020-10-18,40,Amherst College,164465,971,0,27.0,54788.0,523.4501347708896,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1400,153,11,0,0.06839519990051607,0.0,8.704843623702045,0.9513150531617236
2020-10-19,41,Amherst College,164465,351,0,27.0,54788.0,189.21832884097034,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1401,153,1,0,0.0062177454455014615,0.0,8.711061369147547,0.9513150531617236
2020-10-20,41,Amherst College,164465,1098,0,27.0,54788.0,591.9137466307277,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1412,153,11,0,0.06839519990051607,0.0,8.779456569048063,0.9513150531617236
2020-10-21,41,Amherst College,164465,14,0,27.0,54788.0,7.547169811320755,0.0,14.555256064690028,29535.309973045823,1855,1855,"1,000 - 4,999",1223642.0,11.0,regular testing,primarily online,Medium metro,25015,Amherst,Massachusetts,Hampshire,160830,1420,153,8,0,0.04974196356401169,0.0,8.829198532612073,0.9513150531617236
